'5_5036', 1, 26.032257, 1676.659180, 15.598650
'5_5036', 2, 18.971710, 1395.388550, 58.035320
'5_5036', 3, 18.971710, 1353.964844, 46.883022
'5_5036', 4, -47.298767, 1414.583862, -30.693546
'5_5036', 5, 90.831818, 1414.583862, -36.252506
'5_5036', 6, 18.971710, 1423.309570, -67.106232
'5_5036', 7, -185.363251, 1346.583862, -23.863535
'5_5036', 8, 216.204987, 1356.252319, -23.119173
'5_5036', 9, -168.063324, 1237.783813, -27.241062
'5_5036', 10, 201.745819, 1242.983887, -14.957676
'5_5036', 11, 18.971710, 1237.783813, -129.715439
'5_5036', 12, -170.184692, 1296.183838, 38.245174
'5_5036', 13, 201.225433, 1303.618042, 47.614330
'5_5036', 14, -188.366394, 1296.183838, -95.817932
'5_5036', 15, 220.132416, 1303.618042, -80.341110
'5_5036', 16, -95.226013, 1190.583862, 91.068214
'5_5036', 17, 130.202301, 1190.583862, 98.814850
'5_5036', 18, -94.128448, 1123.839600, 60.821995
'5_5036', 19, -157.834686, 1000.583862, -39.100628
'5_5036', 20, 177.709015, 1000.583862, -27.634295
'5_5036', 21, 11.931793, 1000.583862, 117.372444
'5_5036', 22, 7.700592, 1000.583862, -106.801270
'5_5036', 23, 40.345490, 962.583862, 119.784012
'5_5036', 24, -36.953278, 812.583862, -167.147415
'5_5036', 25, 5.225861, 707.089722, -47.584312
'5_5036', 26, -53.435883, 708.668579, -119.465218
'5_5036', 27, -115.560852, 430.583832, 48.227985
'5_5036', 28, -130.526093, 314.583832, -111.535385
'5_5036', 29, -118.928558, 114.583847, -6.717813
'5_5036', 30, -187.713318, 10.583845, -36.717812
'5_5036', 31, -315.891510, 1076.583862, -46.800396
'5_5036', 32, -421.632721, 834.583862, -28.568518
'5_5036', 33, -377.074402, 850.583862, 29.816805
'5_5036', 34, -432.074524, 710.583862, 36.197269
'5_5036', 35, 0.564667, 944.583862, 111.718193
'5_5036', 36, -116.331024, 1381.947754, -53.650742
'5_5036', 37, -76.124908, 1206.583862, -147.740768
'5_5036', 38, -496.128448, 0.583845, 0.000000
'5_5036', 39, -496.128448, 0.583845, 0.000000
'5_5036', 40, -496.128448, 0.583845, 0.000000
'5_5036', 41, -496.128448, 0.583845, 0.000000
'5_5036', 42, -341.187744, 1076.583862, -11.963772
'5_5036', 43, -496.128448, 0.583845, 0.000000
'5_5036', 44, -160.801270, 1242.583862, 39.608505
'5_5036', 45, -178.956421, 1236.583862, -94.090630
'5_5036', 46, 193.619110, 1242.583862, 49.423820
'5_5036', 47, 213.935883, 1244.583862, -79.339172
'5_5036', 48, -332.552460, 750.583862, 41.183655
'5_5036', 49, -496.128448, 0.583845, 0.000000
'5_5036', 50, -496.128448, 0.583845, 0.000000
'5_5036', 51, -496.128448, 0.583845, 0.000000
'5_5036', 52, 426.226410, 698.583862, 19.176863
'5_5036', 53, 40.345490, 962.583862, 119.784012
'5_5036', 54, -154.062500, 944.583862, -0.072693
'5_5036', 55, -496.128448, 0.583845, 0.000000
'5_5036', 56, -496.128448, 0.583845, 0.000000
'5_5036', 57, -409.965424, 882.583862, -10.812307
'5_5036', 1, 26.032257, 1676.659180, 15.598650
'5_5036', 2, 18.971710, 1395.388550, 58.035320
'5_5036', 3, 18.971710, 1353.964844, 46.883022
'5_5036', 4, -47.298767, 1414.583862, -30.693546
'5_5036', 5, 90.831818, 1414.583862, -36.252506
'5_5036', 6, 18.971710, 1423.309570, -67.106232
'5_5036', 7, -185.363251, 1346.583862, -23.863535
'5_5036', 8, 216.204987, 1356.252319, -23.119173
'5_5036', 9, -168.063324, 1237.783813, -27.241062
'5_5036', 10, 201.745819, 1242.983887, -14.957676
'5_5036', 11, 18.971710, 1237.783813, -129.715439
'5_5036', 12, -170.184692, 1296.183838, 38.245174
'5_5036', 13, 201.225433, 1303.618042, 47.614330
'5_5036', 14, -188.366394, 1296.183838, -95.817932
'5_5036', 15, 220.132416, 1303.618042, -80.341110
'5_5036', 16, -95.226013, 1190.583862, 91.068214
'5_5036', 17, 130.202301, 1190.583862, 98.814850
'5_5036', 18, -94.128448, 1123.839600, 60.821995
'5_5036', 19, -157.834686, 1000.583862, -39.100628
'5_5036', 20, 177.709015, 1000.583862, -27.634295
'5_5036', 21, 11.931793, 1000.583862, 117.372444
'5_5036', 22, 7.700592, 1000.583862, -106.801270
'5_5036', 23, 40.345490, 962.583862, 119.784012
'5_5036', 24, -36.953278, 812.583862, -167.147415
'5_5036', 25, 5.225861, 707.089722, -47.584312
'5_5036', 26, -53.435883, 708.668579, -119.465218
'5_5036', 27, -115.560852, 430.583832, 48.227985
'5_5036', 28, -130.526093, 314.583832, -111.535385
'5_5036', 29, -118.928558, 114.583847, -6.717813
'5_5036', 30, -187.713318, 10.583845, -36.717812
'5_5036', 31, -315.891510, 1076.583862, -46.800396
'5_5036', 32, -421.632721, 834.583862, -28.568518
'5_5036', 33, -377.074402, 850.583862, 29.816805
'5_5036', 34, -432.074524, 710.583862, 36.197269
'5_5036', 35, 0.564667, 944.583862, 111.718193
'5_5036', 36, -116.331024, 1381.947754, -53.650742
'5_5036', 37, -76.124908, 1206.583862, -147.740768
'5_5036', 38, -496.128448, 0.583845, 0.000000
'5_5036', 39, -496.128448, 0.583845, 0.000000
'5_5036', 40, -496.128448, 0.583845, 0.000000
'5_5036', 41, -496.128448, 0.583845, 0.000000
'5_5036', 42, -341.187744, 1076.583862, -11.963772
'5_5036', 43, -496.128448, 0.583845, 0.000000
'5_5036', 44, -160.801270, 1242.583862, 39.608505
'5_5036', 45, -178.956421, 1236.583862, -94.090630
'5_5036', 46, 193.619110, 1242.583862, 49.423820
'5_5036', 47, 213.935883, 1244.583862, -79.339172
'5_5036', 48, -332.552460, 750.583862, 41.183655
'5_5036', 49, -496.128448, 0.583845, 0.000000
'5_5036', 50, -496.128448, 0.583845, 0.000000
'5_5036', 51, -496.128448, 0.583845, 0.000000
'5_5036', 52, 426.226410, 698.583862, 19.176863
'5_5036', 53, 40.345490, 962.583862, 119.784012
'5_5036', 54, -154.062500, 944.583862, -0.072693
'5_5036', 55, -496.128448, 0.583845, 0.000000
'5_5036', 56, -496.128448, 0.583845, 0.000000
'5_5036', 57, -409.965424, 882.583862, -10.812307
'5_5036', 1, 26.032257, 1676.659180, 15.598650
'5_5036', 2, 18.971710, 1395.388550, 58.035320
'5_5036', 3, 18.971710, 1353.964844, 46.883022
'5_5036', 4, -47.298767, 1414.583862, -30.693546
'5_5036', 5, 90.831818, 1414.583862, -36.252506
'5_5036', 6, 18.971710, 1423.309570, -67.106232
'5_5036', 7, -185.363251, 1346.583862, -23.863535
'5_5036', 8, 216.204987, 1356.252319, -23.119173
'5_5036', 9, -168.063324, 1237.783813, -27.241062
'5_5036', 10, 201.745819, 1242.983887, -14.957676
'5_5036', 11, 18.971710, 1237.783813, -129.715439
'5_5036', 12, -170.184692, 1296.183838, 38.245174
'5_5036', 13, 201.225433, 1303.618042, 47.614330
'5_5036', 14, -188.366394, 1296.183838, -95.817932
'5_5036', 15, 220.132416, 1303.618042, -80.341110
'5_5036', 16, -95.226013, 1190.583862, 91.068214
'5_5036', 17, 130.202301, 1190.583862, 98.814850
'5_5036', 18, -94.128448, 1123.839600, 60.821995
'5_5036', 19, -157.834686, 1000.583862, -39.100628
'5_5036', 20, 177.709015, 1000.583862, -27.634295
'5_5036', 21, 11.931793, 1000.583862, 117.372444
'5_5036', 22, 7.700592, 1000.583862, -106.801270
'5_5036', 23, 40.345490, 962.583862, 119.784012
'5_5036', 24, -36.953278, 812.583862, -167.147415
'5_5036', 25, 5.225861, 707.089722, -47.584312
'5_5036', 26, -53.435883, 708.668579, -119.465218
'5_5036', 27, -115.560852, 430.583832, 48.227985
'5_5036', 28, -130.526093, 314.583832, -111.535385
'5_5036', 29, -118.928558, 114.583847, -6.717813
'5_5036', 30, -187.713318, 10.583845, -36.717812
'5_5036', 31, -315.891510, 1076.583862, -46.800396
'5_5036', 32, -421.632721, 834.583862, -28.568518
'5_5036', 33, -377.074402, 850.583862, 29.816805
'5_5036', 34, -432.074524, 710.583862, 36.197269
'5_5036', 35, 0.564667, 944.583862, 111.718193
'5_5036', 36, -116.331024, 1381.947754, -53.650742
'5_5036', 37, -76.124908, 1206.583862, -147.740768
'5_5036', 38, -496.128448, 0.583845, 0.000000
'5_5036', 39, -496.128448, 0.583845, 0.000000
'5_5036', 40, -496.128448, 0.583845, 0.000000
'5_5036', 41, -496.128448, 0.583845, 0.000000
'5_5036', 42, -341.187744, 1076.583862, -11.963772
'5_5036', 43, -496.128448, 0.583845, 0.000000
'5_5036', 44, -160.801270, 1242.583862, 39.608505
'5_5036', 45, -178.956421, 1236.583862, -94.090630
'5_5036', 46, 193.619110, 1242.583862, 49.423820
'5_5036', 47, 213.935883, 1244.583862, -79.339172
'5_5036', 48, -332.552460, 750.583862, 41.183655
'5_5036', 49, -496.128448, 0.583845, 0.000000
'5_5036', 50, -496.128448, 0.583845, 0.000000
'5_5036', 51, -496.128448, 0.583845, 0.000000
'5_5036', 52, 426.226410, 698.583862, 19.176863
'5_5036', 53, 40.345490, 962.583862, 119.784012
'5_5036', 54, -154.062500, 944.583862, -0.072693
'5_5036', 55, -496.128448, 0.583845, 0.000000
'5_5036', 56, -496.128448, 0.583845, 0.000000
'5_5036', 57, -409.965424, 882.583862, -10.812307
'5_5036', 1, 26.032257, 1676.659180, 15.598650
'5_5036', 2, 18.971710, 1395.388550, 58.035320
'5_5036', 3, 18.971710, 1353.964844, 46.883022
'5_5036', 4, -47.298767, 1414.583862, -30.693546
'5_5036', 5, 90.831818, 1414.583862, -36.252506
'5_5036', 6, 18.971710, 1423.309570, -67.106232
'5_5036', 7, -185.363251, 1346.583862, -23.863535
'5_5036', 8, 216.204987, 1356.252319, -23.119173
'5_5036', 9, -168.063324, 1237.783813, -27.241062
'5_5036', 10, 201.745819, 1242.983887, -14.957676
'5_5036', 11, 18.971710, 1237.783813, -129.715439
'5_5036', 12, -170.184692, 1296.183838, 38.245174
'5_5036', 13, 201.225433, 1303.618042, 47.614330
'5_5036', 14, -188.366394, 1296.183838, -95.817932
'5_5036', 15, 220.132416, 1303.618042, -80.341110
'5_5036', 16, -95.226013, 1190.583862, 91.068214
'5_5036', 17, 130.202301, 1190.583862, 98.814850
'5_5036', 18, -94.128448, 1123.839600, 60.821995
'5_5036', 19, -157.834686, 1000.583862, -39.100628
'5_5036', 20, 177.709015, 1000.583862, -27.634295
'5_5036', 21, 11.931793, 1000.583862, 117.372444
'5_5036', 22, 7.700592, 1000.583862, -106.801270
'5_5036', 23, 40.345490, 962.583862, 119.784012
'5_5036', 24, -36.953278, 812.583862, -167.147415
'5_5036', 25, 5.225861, 707.089722, -47.584312
'5_5036', 26, -53.435883, 708.668579, -119.465218
'5_5036', 27, -115.560852, 430.583832, 48.227985
'5_5036', 28, -130.526093, 314.583832, -111.535385
'5_5036', 29, -118.928558, 114.583847, -6.717813
'5_5036', 30, -187.713318, 10.583845, -36.717812
'5_5036', 31, -315.891510, 1076.583862, -46.800396
'5_5036', 32, -421.632721, 834.583862, -28.568518
'5_5036', 33, -377.074402, 850.583862, 29.816805
'5_5036', 34, -432.074524, 710.583862, 36.197269
'5_5036', 35, 0.564667, 944.583862, 111.718193
